id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
3774,Male,23,1,34.0,0,< 1 Year,Yes,34377.0,152.0,168,0
3775,Female,46,1,8.0,0,1-2 Year,Yes,41021.0,124.0,279,1
3776,Female,23,1,8.0,0,< 1 Year,Yes,36834.0,152.0,138,0
3777,Female,73,1,41.0,0,1-2 Year,No,2630.0,26.0,207,0
3778,Male,29,1,28.0,1,< 1 Year,No,2630.0,152.0,116,0
3779,Male,49,1,28.0,0,1-2 Year,Yes,46195.0,26.0,157,0
3780,Male,43,1,24.0,0,1-2 Year,No,41848.0,124.0,156,0
3781,Male,25,1,28.0,0,1-2 Year,Yes,136061.0,122.0,294,1
3782,Male,46,1,28.0,1,1-2 Year,No,39049.0,26.0,125,0
3783,Male,42,1,28.0,0,1-2 Year,Yes,2630.0,26.0,257,0
3784,Male,26,1,10.0,1,< 1 Year,No,31158.0,152.0,93,0
3785,Female,24,1,28.0,0,< 1 Year,Yes,31263.0,152.0,42,0
3786,Female,43,1,15.0,0,1-2 Year,Yes,2630.0,156.0,283,0
3787,Female,24,1,36.0,0,< 1 Year,Yes,35106.0,152.0,18,0
3788,Male,29,1,28.0,0,1-2 Year,Yes,41587.0,26.0,160,0
3789,Female,24,1,28.0,1,< 1 Year,No,33324.0,152.0,97,0
3790,Male,63,1,28.0,1,1-2 Year,No,44392.0,26.0,58,0
3791,Male,40,1,26.0,1,1-2 Year,No,27538.0,120.0,41,0
3792,Male,22,1,30.0,1,< 1 Year,No,27272.0,152.0,121,0
3793,Female,41,1,46.0,0,1-2 Year,Yes,22350.0,26.0,123,0
3794,Female,23,1,28.0,1,< 1 Year,No,55358.0,152.0,133,0
3795,Male,54,1,28.0,0,> 2 Years,Yes,31765.0,26.0,74,1
3796,Male,28,1,12.0,1,< 1 Year,No,29493.0,152.0,280,0
3797,Female,75,1,8.0,1,1-2 Year,No,2630.0,26.0,267,0
3798,Male,68,1,28.0,0,1-2 Year,Yes,46533.0,13.0,174,0
3799,Female,68,1,28.0,0,1-2 Year,Yes,33770.0,26.0,24,0
3800,Male,28,1,19.0,0,1-2 Year,No,33482.0,124.0,193,0
3801,Female,29,1,35.0,0,< 1 Year,Yes,2630.0,160.0,253,0
3802,Female,39,1,50.0,1,1-2 Year,No,38218.0,26.0,190,0
3803,Male,74,1,28.0,0,> 2 Years,Yes,37041.0,124.0,113,0
3804,Female,40,1,28.0,0,1-2 Year,Yes,30356.0,157.0,83,0
3805,Female,46,1,28.0,0,1-2 Year,Yes,37724.0,124.0,201,0
3806,Female,23,1,15.0,0,< 1 Year,Yes,31072.0,26.0,117,0
3807,Male,47,1,37.0,0,1-2 Year,Yes,29903.0,16.0,88,0
3808,Female,34,1,28.0,0,1-2 Year,Yes,42581.0,122.0,27,1
3809,Female,51,1,28.0,0,> 2 Years,Yes,53979.0,156.0,243,0
3810,Male,25,1,33.0,1,< 1 Year,No,25219.0,152.0,295,0
3811,Male,22,1,8.0,0,< 1 Year,Yes,23294.0,152.0,269,0
3812,Female,25,1,35.0,0,< 1 Year,No,34559.0,152.0,25,0
3813,Male,48,1,13.0,0,1-2 Year,Yes,25859.0,26.0,36,1
3814,Female,22,1,12.0,1,< 1 Year,No,2630.0,152.0,21,0
3815,Female,26,1,3.0,1,< 1 Year,No,2630.0,152.0,249,0
3816,Male,64,1,28.0,0,> 2 Years,Yes,47631.0,122.0,169,0
3817,Female,31,1,28.0,0,1-2 Year,Yes,29421.0,154.0,247,1
3818,Female,45,1,35.0,0,1-2 Year,Yes,2630.0,26.0,34,1
3819,Male,26,1,37.0,0,< 1 Year,Yes,38651.0,152.0,221,0
3820,Female,31,1,36.0,1,< 1 Year,No,33985.0,154.0,232,0
3821,Male,58,1,46.0,1,1-2 Year,No,23767.0,119.0,16,0
3822,Male,24,1,46.0,1,< 1 Year,No,28088.0,152.0,120,0
3823,Male,52,1,28.0,0,1-2 Year,Yes,38068.0,26.0,69,0
3824,Female,23,1,37.0,0,< 1 Year,Yes,33069.0,151.0,284,1
3825,Male,50,1,16.0,0,1-2 Year,Yes,32858.0,163.0,169,0
3826,Male,29,1,43.0,1,< 1 Year,No,27793.0,152.0,258,0
3827,Male,46,1,28.0,0,1-2 Year,Yes,45115.0,26.0,182,0
3828,Male,55,1,28.0,1,1-2 Year,No,33058.0,26.0,159,0
3829,Male,32,1,3.0,1,< 1 Year,No,21828.0,152.0,38,0
3830,Male,23,1,41.0,1,< 1 Year,No,28915.0,152.0,94,0
3831,Female,43,1,28.0,1,1-2 Year,No,22302.0,13.0,133,0
3832,Male,43,1,46.0,0,1-2 Year,No,29192.0,124.0,199,0
3833,Female,22,1,32.0,0,< 1 Year,Yes,2630.0,152.0,257,0
3834,Female,24,1,45.0,0,< 1 Year,Yes,2630.0,156.0,198,0
3835,Male,26,1,50.0,1,< 1 Year,No,38254.0,152.0,37,0
3836,Male,47,1,28.0,0,1-2 Year,Yes,41934.0,26.0,208,1
3837,Female,42,1,28.0,0,1-2 Year,Yes,25300.0,124.0,204,0
3838,Female,39,1,46.0,1,1-2 Year,No,18925.0,124.0,132,0
3839,Female,22,1,25.0,1,< 1 Year,No,37810.0,152.0,134,0
3840,Female,48,1,28.0,0,1-2 Year,Yes,24074.0,124.0,11,0
3841,Male,26,1,46.0,1,< 1 Year,No,34849.0,152.0,135,0
3842,Male,59,1,28.0,0,1-2 Year,Yes,72389.0,26.0,148,0
3843,Male,23,1,11.0,1,< 1 Year,No,38388.0,152.0,106,0
3844,Male,55,1,8.0,0,> 2 Years,Yes,29945.0,26.0,58,0
3845,Female,28,1,50.0,1,< 1 Year,No,39727.0,152.0,235,0
3846,Female,24,1,15.0,0,< 1 Year,Yes,22734.0,152.0,208,0
3847,Male,23,1,30.0,1,< 1 Year,No,23757.0,26.0,155,0
3848,Female,46,1,48.0,0,1-2 Year,Yes,2630.0,156.0,163,1
3849,Male,55,1,28.0,0,1-2 Year,Yes,68538.0,26.0,173,0
3850,Male,47,1,35.0,0,1-2 Year,Yes,30550.0,26.0,176,1
3851,Female,41,1,30.0,0,1-2 Year,Yes,2630.0,156.0,47,1
3852,Female,50,1,28.0,0,1-2 Year,No,32356.0,124.0,228,0
3853,Female,22,1,49.0,1,< 1 Year,No,2630.0,152.0,116,0
3854,Male,24,1,6.0,1,< 1 Year,No,2630.0,26.0,58,0
3855,Female,50,1,28.0,0,1-2 Year,Yes,25379.0,26.0,225,0
3856,Female,24,1,8.0,1,< 1 Year,No,43029.0,152.0,209,0
3857,Female,37,1,15.0,0,1-2 Year,No,32063.0,152.0,152,0
3858,Female,22,1,36.0,0,< 1 Year,Yes,47313.0,152.0,267,0
3859,Female,22,1,36.0,0,< 1 Year,Yes,31133.0,160.0,33,0
3860,Female,25,1,8.0,1,< 1 Year,No,30011.0,152.0,163,0
3861,Female,47,1,41.0,0,1-2 Year,Yes,35899.0,26.0,231,0
3862,Male,34,1,3.0,0,1-2 Year,Yes,20737.0,124.0,109,1
3863,Male,39,1,11.0,0,1-2 Year,Yes,28887.0,124.0,86,1
3864,Female,29,1,8.0,1,< 1 Year,No,34244.0,152.0,124,0
3865,Male,25,1,14.0,1,< 1 Year,No,28338.0,152.0,198,0
3866,Female,24,1,2.0,0,< 1 Year,Yes,25961.0,152.0,228,0
3867,Male,22,1,8.0,1,< 1 Year,No,40567.0,160.0,187,0
3868,Male,20,1,43.0,0,< 1 Year,Yes,24715.0,160.0,69,0
3869,Male,41,1,28.0,1,1-2 Year,No,37262.0,124.0,10,0
3870,Male,69,1,41.0,1,1-2 Year,No,2630.0,124.0,123,0
3871,Female,27,1,14.0,1,< 1 Year,No,43869.0,152.0,86,0
3872,Female,51,1,50.0,0,1-2 Year,Yes,37431.0,26.0,216,0
3873,Female,68,1,28.0,1,1-2 Year,No,47249.0,26.0,244,0
3874,Male,26,1,28.0,1,< 1 Year,No,49603.0,152.0,111,0
3875,Male,50,1,28.0,0,> 2 Years,Yes,50285.0,124.0,112,1
3876,Female,24,1,46.0,1,< 1 Year,No,33113.0,152.0,58,0
3877,Female,51,1,28.0,0,1-2 Year,Yes,40673.0,26.0,178,0
3878,Male,37,1,3.0,1,1-2 Year,No,2630.0,160.0,89,0
3879,Male,38,1,26.0,1,1-2 Year,No,32085.0,22.0,243,0
3880,Male,69,1,28.0,0,1-2 Year,Yes,36675.0,26.0,175,1
3881,Male,39,1,11.0,0,1-2 Year,Yes,26905.0,124.0,210,1
3882,Female,39,1,28.0,1,1-2 Year,No,2630.0,152.0,111,0
3883,Male,72,1,3.0,1,1-2 Year,No,17120.0,124.0,291,0
3884,Male,64,1,25.0,0,1-2 Year,Yes,45933.0,26.0,219,0
3885,Female,25,1,35.0,0,< 1 Year,Yes,33639.0,152.0,203,0
3886,Female,27,1,37.0,1,< 1 Year,No,37692.0,152.0,17,0
3887,Female,29,1,8.0,0,< 1 Year,Yes,2630.0,152.0,215,0
3888,Male,39,1,41.0,0,1-2 Year,No,44332.0,124.0,23,0
3889,Male,43,1,18.0,1,1-2 Year,No,29609.0,26.0,270,0
3890,Female,24,1,15.0,0,< 1 Year,Yes,27627.0,152.0,247,0
3891,Male,21,1,32.0,0,< 1 Year,Yes,2630.0,160.0,164,0
3892,Female,21,1,50.0,1,< 1 Year,No,25237.0,152.0,263,0
3893,Female,37,1,47.0,1,1-2 Year,No,29377.0,152.0,51,0
3894,Male,25,1,50.0,1,< 1 Year,No,32141.0,152.0,178,0
3895,Male,26,1,30.0,1,< 1 Year,No,24061.0,152.0,278,0
3896,Female,27,1,38.0,0,< 1 Year,Yes,29132.0,156.0,176,0
3897,Male,38,1,37.0,1,> 2 Years,Yes,34674.0,26.0,80,0
3898,Male,48,1,8.0,0,1-2 Year,Yes,68027.0,124.0,153,1
3899,Male,49,1,39.0,1,1-2 Year,No,30236.0,124.0,104,0
3900,Female,38,1,8.0,0,1-2 Year,Yes,28561.0,124.0,245,0
3901,Female,23,1,13.0,1,< 1 Year,No,28671.0,152.0,282,0
3902,Male,29,1,6.0,1,< 1 Year,No,28785.0,152.0,124,0
3903,Female,56,1,28.0,0,1-2 Year,Yes,37341.0,26.0,115,1
3904,Male,21,1,45.0,1,< 1 Year,Yes,2630.0,152.0,265,0
3905,Female,22,1,13.0,0,< 1 Year,Yes,23948.0,160.0,219,0
3906,Female,28,1,6.0,0,< 1 Year,Yes,2630.0,152.0,146,0
3907,Female,25,1,10.0,1,< 1 Year,No,33490.0,152.0,146,0
3908,Male,24,1,8.0,0,< 1 Year,Yes,60750.0,151.0,153,0
3909,Female,24,1,36.0,0,< 1 Year,No,40084.0,152.0,152,0
3910,Male,43,1,28.0,0,1-2 Year,Yes,33132.0,154.0,135,0
3911,Male,22,1,15.0,0,< 1 Year,No,26974.0,152.0,90,0
3912,Male,43,1,28.0,0,1-2 Year,Yes,117799.0,124.0,55,0
3913,Female,42,1,33.0,0,1-2 Year,Yes,2630.0,122.0,118,0
3914,Male,48,1,8.0,1,1-2 Year,No,62324.0,26.0,81,0
3915,Female,62,1,28.0,0,1-2 Year,Yes,38274.0,61.0,136,0
3916,Male,25,1,40.0,0,< 1 Year,Yes,33602.0,152.0,74,0
3917,Male,23,1,15.0,0,< 1 Year,Yes,26124.0,152.0,32,0
3918,Female,33,1,30.0,0,1-2 Year,Yes,2630.0,157.0,125,1
3919,Female,26,1,6.0,1,< 1 Year,No,32334.0,152.0,274,0
3920,Female,55,1,8.0,0,1-2 Year,Yes,31060.0,26.0,217,0
3921,Male,37,1,47.0,1,1-2 Year,No,32385.0,124.0,206,0
3922,Female,31,1,41.0,1,1-2 Year,No,25317.0,124.0,198,0
3923,Female,36,1,28.0,0,1-2 Year,Yes,40937.0,163.0,194,1
3924,Male,52,1,37.0,0,< 1 Year,No,2630.0,1.0,188,0
3925,Female,67,1,28.0,0,> 2 Years,Yes,53713.0,124.0,32,0
3926,Male,49,1,35.0,0,1-2 Year,Yes,28171.0,150.0,149,0
3927,Male,45,1,8.0,1,1-2 Year,No,2630.0,105.0,187,0
3928,Female,63,1,15.0,1,1-2 Year,No,48615.0,152.0,157,0
3929,Male,21,1,15.0,0,< 1 Year,Yes,39533.0,160.0,25,0
3930,Female,25,1,11.0,1,< 1 Year,No,32324.0,152.0,291,0
3931,Male,30,1,28.0,0,1-2 Year,Yes,24915.0,155.0,198,0
3932,Male,43,1,3.0,1,1-2 Year,No,35884.0,26.0,247,0
3933,Female,40,1,11.0,0,1-2 Year,No,67386.0,124.0,40,0
3934,Female,22,1,24.0,0,< 1 Year,No,35612.0,157.0,103,0
3935,Female,66,1,47.0,1,1-2 Year,No,39010.0,26.0,98,0
3936,Female,25,1,46.0,1,< 1 Year,No,28469.0,152.0,18,0
3937,Male,25,1,33.0,1,< 1 Year,No,2630.0,152.0,37,0
3938,Female,61,1,28.0,1,1-2 Year,No,46734.0,26.0,276,0
3939,Female,46,1,46.0,0,1-2 Year,Yes,31552.0,122.0,254,0
3940,Female,28,1,48.0,0,1-2 Year,Yes,2630.0,154.0,13,0
3941,Female,34,1,28.0,1,1-2 Year,No,29288.0,26.0,121,0
3942,Female,21,1,24.0,1,< 1 Year,No,40847.0,152.0,76,0
3943,Male,24,1,29.0,1,< 1 Year,No,37600.0,152.0,162,0
3944,Male,22,1,40.0,0,< 1 Year,Yes,2630.0,160.0,66,0
3945,Male,50,1,8.0,0,1-2 Year,No,31339.0,4.0,227,0
3946,Female,25,1,32.0,1,< 1 Year,No,34533.0,152.0,291,0
3947,Female,24,1,28.0,0,< 1 Year,Yes,47437.0,26.0,166,1
3948,Female,22,1,28.0,0,< 1 Year,Yes,44548.0,26.0,17,0
3949,Female,21,1,3.0,1,< 1 Year,No,24209.0,160.0,93,0
3950,Male,64,1,41.0,1,1-2 Year,No,2630.0,26.0,253,0
3951,Male,55,1,39.0,0,1-2 Year,Yes,46655.0,26.0,297,0
3952,Female,24,1,36.0,1,< 1 Year,No,50833.0,152.0,49,0
3953,Female,77,1,8.0,1,1-2 Year,No,66713.0,152.0,57,0
3954,Female,34,1,15.0,1,1-2 Year,No,2630.0,124.0,186,0
3955,Female,39,1,12.0,0,1-2 Year,Yes,30055.0,160.0,184,0
3956,Male,67,1,28.0,1,1-2 Year,No,62502.0,26.0,273,0
3957,Female,20,1,28.0,0,< 1 Year,Yes,29725.0,160.0,267,0
3958,Male,50,1,35.0,0,> 2 Years,Yes,38705.0,26.0,134,1
3959,Male,32,1,24.0,1,1-2 Year,No,28688.0,156.0,62,0
3960,Male,22,1,36.0,1,< 1 Year,No,28457.0,152.0,42,0
3961,Female,32,1,28.0,1,< 1 Year,No,41943.0,152.0,18,0
3962,Female,25,1,28.0,0,< 1 Year,No,40735.0,124.0,18,0
3963,Male,24,1,13.0,1,< 1 Year,No,21792.0,152.0,57,0
3964,Female,24,1,8.0,1,< 1 Year,No,37095.0,152.0,189,0
3965,Female,40,1,28.0,0,1-2 Year,Yes,28833.0,124.0,188,0
3966,Female,79,1,0.0,1,1-2 Year,No,2630.0,26.0,226,0
3967,Male,61,1,4.0,0,1-2 Year,Yes,2630.0,124.0,171,0
3968,Male,41,1,50.0,0,1-2 Year,Yes,36629.0,26.0,63,1
3969,Male,42,1,8.0,1,1-2 Year,No,45932.0,19.0,103,0
3970,Female,42,1,46.0,0,1-2 Year,Yes,22789.0,26.0,196,1
3971,Male,68,1,28.0,0,> 2 Years,Yes,65580.0,26.0,184,1
3972,Male,43,1,28.0,1,1-2 Year,No,33923.0,124.0,252,0
3973,Male,38,1,29.0,1,1-2 Year,No,38323.0,154.0,221,0
3974,Female,35,1,11.0,0,1-2 Year,Yes,27663.0,124.0,80,0
3975,Male,31,1,33.0,0,1-2 Year,Yes,2630.0,154.0,62,0
3976,Male,52,1,28.0,0,1-2 Year,Yes,48153.0,124.0,49,0
3977,Male,51,1,8.0,0,1-2 Year,Yes,2630.0,25.0,295,0
3978,Female,30,1,36.0,1,< 1 Year,No,2630.0,26.0,140,0
3979,Male,21,1,29.0,1,< 1 Year,No,41572.0,152.0,202,0
3980,Male,36,1,15.0,0,1-2 Year,Yes,27591.0,163.0,178,0
3981,Male,23,1,33.0,0,< 1 Year,No,2630.0,152.0,187,0
3982,Male,67,1,28.0,1,1-2 Year,No,29423.0,122.0,39,0
3983,Female,25,1,28.0,1,< 1 Year,No,75864.0,152.0,74,0
3984,Male,25,1,35.0,1,< 1 Year,No,24811.0,152.0,17,0
3985,Female,20,1,27.0,1,< 1 Year,Yes,2630.0,160.0,228,0
3986,Male,20,1,28.0,0,< 1 Year,Yes,45984.0,156.0,50,0
3987,Male,45,1,14.0,1,1-2 Year,Yes,29108.0,30.0,176,0
3988,Male,28,1,50.0,1,< 1 Year,No,25631.0,152.0,15,0
3989,Male,24,1,8.0,1,< 1 Year,No,25683.0,152.0,72,0
3990,Female,46,1,26.0,0,1-2 Year,Yes,34157.0,22.0,74,0
3991,Female,48,1,28.0,0,> 2 Years,Yes,70537.0,122.0,293,0
3992,Female,23,1,30.0,1,< 1 Year,No,26458.0,152.0,221,0
3993,Female,70,1,28.0,1,1-2 Year,No,46613.0,26.0,213,0
3994,Male,26,1,8.0,1,< 1 Year,No,35318.0,152.0,211,0
3995,Male,29,1,23.0,1,< 1 Year,No,24345.0,152.0,95,0
3996,Female,26,1,11.0,1,< 1 Year,No,19324.0,152.0,246,0
3997,Female,46,1,28.0,0,1-2 Year,Yes,34193.0,26.0,39,1
3998,Female,23,1,47.0,1,< 1 Year,Yes,34244.0,152.0,104,0
3999,Female,37,1,28.0,0,1-2 Year,Yes,21413.0,26.0,265,1
4000,Male,54,1,33.0,0,1-2 Year,Yes,45381.0,124.0,124,0
4001,Female,29,1,50.0,0,< 1 Year,Yes,2630.0,160.0,88,0
4002,Male,42,1,41.0,0,1-2 Year,Yes,31951.0,124.0,296,0
4003,Female,54,1,28.0,0,> 2 Years,Yes,38529.0,124.0,241,0
4004,Female,69,1,28.0,0,1-2 Year,Yes,43268.0,125.0,264,1
4005,Male,55,1,28.0,0,1-2 Year,Yes,28955.0,124.0,151,0
4006,Male,28,1,44.0,1,< 1 Year,No,34836.0,152.0,40,0
4007,Male,20,1,17.0,1,< 1 Year,Yes,2630.0,163.0,64,0
4008,Female,24,1,8.0,1,< 1 Year,No,30433.0,152.0,211,0
4009,Male,35,1,28.0,1,1-2 Year,No,47701.0,160.0,76,0
4010,Female,54,1,45.0,0,1-2 Year,Yes,46445.0,124.0,299,0
4011,Female,35,1,30.0,0,1-2 Year,Yes,2630.0,156.0,220,1
4012,Female,43,1,8.0,1,1-2 Year,No,30261.0,124.0,16,0
4013,Female,31,1,28.0,0,1-2 Year,Yes,26549.0,124.0,91,0
4014,Male,22,1,36.0,0,< 1 Year,Yes,46088.0,152.0,34,0
4015,Female,26,1,46.0,1,< 1 Year,No,22008.0,152.0,216,0
4016,Male,67,1,50.0,1,1-2 Year,No,37368.0,8.0,53,0
4017,Male,27,1,18.0,1,1-2 Year,Yes,2630.0,156.0,281,0
4018,Female,39,1,8.0,0,1-2 Year,Yes,2630.0,26.0,283,0
4019,Male,46,1,35.0,0,1-2 Year,Yes,41478.0,124.0,146,0
4020,Female,23,1,8.0,1,< 1 Year,No,32657.0,152.0,17,0
4021,Male,74,1,50.0,0,1-2 Year,Yes,2630.0,157.0,158,0
4022,Female,30,1,41.0,1,< 1 Year,No,33190.0,152.0,274,0
4023,Male,45,1,37.0,0,1-2 Year,Yes,2630.0,156.0,268,0
4024,Male,60,1,28.0,0,1-2 Year,Yes,24028.0,26.0,283,0
4025,Female,24,1,33.0,1,< 1 Year,No,25740.0,152.0,107,0
4026,Male,47,1,3.0,0,1-2 Year,Yes,29291.0,124.0,149,1
4027,Female,50,1,20.0,0,1-2 Year,Yes,2630.0,156.0,35,0
4028,Male,36,1,35.0,1,1-2 Year,Yes,2630.0,156.0,209,0
4029,Male,29,1,3.0,1,< 1 Year,No,28010.0,152.0,91,0
4030,Female,22,1,28.0,0,1-2 Year,No,35868.0,155.0,270,1
4031,Female,26,1,28.0,1,< 1 Year,No,40385.0,152.0,140,0
4032,Male,26,1,50.0,1,< 1 Year,No,35056.0,152.0,266,0
4033,Female,31,1,30.0,1,< 1 Year,No,26228.0,152.0,42,0
4034,Female,23,1,18.0,1,< 1 Year,No,18196.0,152.0,293,0
4035,Male,46,1,28.0,0,1-2 Year,Yes,47103.0,26.0,214,0
4036,Male,22,1,6.0,0,< 1 Year,Yes,27765.0,152.0,89,1
4037,Male,52,1,28.0,1,1-2 Year,No,71595.0,124.0,33,0
4038,Female,23,1,29.0,1,< 1 Year,No,36378.0,152.0,76,0
4039,Male,40,1,15.0,0,1-2 Year,Yes,2630.0,122.0,95,0
4040,Female,23,1,3.0,1,< 1 Year,No,28497.0,152.0,79,0
4041,Female,20,1,12.0,1,< 1 Year,No,27066.0,160.0,267,0
4042,Male,26,1,11.0,1,< 1 Year,No,38478.0,152.0,61,0
4043,Female,74,1,8.0,1,1-2 Year,No,67237.0,152.0,159,0
4044,Male,47,1,14.0,0,> 2 Years,Yes,22477.0,124.0,226,0
4045,Female,41,1,3.0,0,1-2 Year,Yes,26733.0,26.0,154,1
4046,Female,56,1,50.0,0,1-2 Year,Yes,39398.0,8.0,268,0
4047,Male,32,1,41.0,1,< 1 Year,No,32997.0,152.0,231,0
4048,Female,80,1,46.0,0,1-2 Year,Yes,32144.0,124.0,107,0
4049,Female,20,1,50.0,0,< 1 Year,Yes,30283.0,160.0,117,0
4050,Male,56,1,0.0,1,1-2 Year,No,2630.0,7.0,189,0
4051,Female,61,1,16.0,0,1-2 Year,Yes,2630.0,152.0,261,1
4052,Male,25,1,3.0,1,< 1 Year,No,29113.0,152.0,162,0
4053,Female,24,1,8.0,1,< 1 Year,No,84142.0,26.0,49,0
4054,Female,29,1,28.0,1,< 1 Year,No,35545.0,152.0,133,0
4055,Male,25,1,11.0,1,< 1 Year,No,29128.0,152.0,249,0
4056,Female,41,1,3.0,0,1-2 Year,Yes,2630.0,124.0,170,0
4057,Female,44,1,39.0,0,1-2 Year,Yes,2630.0,157.0,22,0
4058,Male,21,1,3.0,1,< 1 Year,No,2630.0,160.0,269,0
4059,Male,35,1,30.0,1,1-2 Year,No,25979.0,152.0,155,0
4060,Female,64,1,12.0,1,1-2 Year,No,39661.0,26.0,18,0
4061,Female,55,1,29.0,0,1-2 Year,Yes,2630.0,156.0,266,0
4062,Male,69,1,6.0,0,1-2 Year,Yes,26923.0,124.0,75,0
4063,Male,24,1,45.0,1,< 1 Year,No,42237.0,152.0,57,0
4064,Male,57,1,8.0,0,1-2 Year,Yes,43357.0,26.0,12,0
4065,Female,31,1,41.0,1,< 1 Year,No,26961.0,152.0,136,0
4066,Male,43,1,28.0,0,1-2 Year,Yes,33871.0,155.0,139,0
4067,Male,50,1,23.0,0,1-2 Year,No,2630.0,26.0,277,0
4068,Male,45,1,28.0,0,> 2 Years,Yes,37733.0,124.0,10,1
4069,Female,29,1,30.0,1,< 1 Year,No,2630.0,152.0,281,0
4070,Male,51,1,8.0,1,1-2 Year,No,25101.0,26.0,78,0
4071,Male,49,1,8.0,0,1-2 Year,Yes,50681.0,124.0,257,0
4072,Male,39,1,28.0,0,> 2 Years,Yes,40127.0,122.0,102,0
4073,Male,51,1,17.0,0,1-2 Year,Yes,35916.0,124.0,62,0
4074,Male,73,1,28.0,0,1-2 Year,No,45643.0,26.0,165,0
4075,Male,55,1,28.0,0,> 2 Years,Yes,2630.0,26.0,20,0
4076,Male,23,1,50.0,1,< 1 Year,No,30152.0,152.0,285,0
4077,Male,57,1,28.0,1,1-2 Year,No,39997.0,26.0,288,0
4078,Male,32,1,6.0,0,1-2 Year,Yes,24955.0,124.0,204,0
4079,Male,24,1,14.0,1,< 1 Year,No,23614.0,152.0,13,0
4080,Male,31,1,47.0,0,< 1 Year,Yes,34020.0,152.0,293,0
4081,Female,25,1,28.0,1,< 1 Year,No,42425.0,152.0,104,0
4082,Male,58,1,24.0,0,1-2 Year,No,24815.0,124.0,47,0
4083,Female,20,1,25.0,1,< 1 Year,No,36584.0,160.0,227,0
4084,Female,22,1,11.0,0,< 1 Year,Yes,35330.0,152.0,185,0
4085,Male,23,1,50.0,1,< 1 Year,No,2630.0,152.0,142,0
4086,Male,23,1,41.0,1,< 1 Year,No,40314.0,26.0,122,0
4087,Female,44,1,8.0,0,1-2 Year,Yes,47251.0,157.0,83,1
4088,Female,22,1,25.0,1,< 1 Year,No,29006.0,152.0,292,0
4089,Female,30,1,28.0,0,< 1 Year,Yes,47085.0,124.0,253,0
4090,Female,25,1,29.0,1,< 1 Year,No,31537.0,152.0,80,0
4091,Female,63,1,28.0,0,1-2 Year,Yes,36960.0,122.0,191,0
4092,Female,40,1,28.0,0,1-2 Year,Yes,34594.0,61.0,195,0
4093,Male,25,1,49.0,0,< 1 Year,Yes,28565.0,152.0,131,0
4094,Male,47,1,47.0,1,1-2 Year,No,37191.0,26.0,54,0
4095,Female,41,1,28.0,1,1-2 Year,No,29363.0,26.0,112,0
4096,Female,20,1,16.0,1,< 1 Year,No,24028.0,160.0,49,0
4097,Male,29,1,3.0,0,< 1 Year,Yes,25032.0,152.0,257,0
4098,Female,58,1,28.0,0,> 2 Years,Yes,40081.0,26.0,203,1
4099,Female,65,1,28.0,1,1-2 Year,No,47726.0,26.0,165,0
4100,Male,23,1,36.0,0,< 1 Year,No,2630.0,152.0,193,0
4101,Female,35,1,28.0,0,1-2 Year,Yes,2630.0,124.0,220,0
4102,Female,58,1,28.0,1,1-2 Year,No,54975.0,52.0,252,0
4103,Male,49,1,28.0,0,1-2 Year,Yes,43414.0,124.0,139,0
4104,Male,43,1,28.0,0,1-2 Year,Yes,27364.0,31.0,74,0
4105,Female,26,1,8.0,1,< 1 Year,No,35224.0,152.0,124,0
4106,Male,69,1,50.0,0,1-2 Year,Yes,41811.0,8.0,211,0
4107,Male,48,1,28.0,0,1-2 Year,No,28000.0,124.0,101,0
4108,Female,76,1,28.0,0,1-2 Year,No,44924.0,156.0,179,0
4109,Male,76,1,18.0,1,1-2 Year,No,41474.0,26.0,191,0
4110,Male,23,1,10.0,0,< 1 Year,No,15604.0,152.0,167,0
4111,Male,31,1,33.0,0,< 1 Year,Yes,31597.0,124.0,196,1
4112,Male,28,1,8.0,1,< 1 Year,No,30753.0,160.0,241,0
4113,Female,40,1,28.0,0,1-2 Year,Yes,30948.0,124.0,95,0
4114,Male,57,1,28.0,1,1-2 Year,No,39040.0,26.0,256,0
4115,Female,54,1,40.0,0,1-2 Year,Yes,34967.0,156.0,210,1
4116,Male,44,1,28.0,0,1-2 Year,No,35286.0,124.0,53,0
4117,Female,25,1,15.0,1,< 1 Year,No,32773.0,152.0,140,0
4118,Female,20,1,46.0,1,< 1 Year,No,37273.0,160.0,17,0
4119,Male,43,1,8.0,1,1-2 Year,No,44475.0,7.0,158,0
4120,Male,36,1,0.0,0,1-2 Year,No,2630.0,124.0,201,0
4121,Male,30,1,3.0,1,< 1 Year,No,24077.0,152.0,66,0
4122,Male,52,1,46.0,1,1-2 Year,No,39165.0,26.0,202,0
4123,Female,57,1,28.0,0,> 2 Years,Yes,25588.0,122.0,94,0
4124,Male,28,1,28.0,1,< 1 Year,No,50044.0,26.0,63,0
4125,Male,30,1,14.0,0,1-2 Year,Yes,2630.0,156.0,66,0
4126,Female,42,1,28.0,0,1-2 Year,Yes,62922.0,124.0,299,1
4127,Male,22,1,30.0,1,< 1 Year,No,27329.0,154.0,78,0
4128,Male,37,1,28.0,0,1-2 Year,Yes,31501.0,124.0,106,0
4129,Female,25,1,26.0,1,< 1 Year,No,20170.0,152.0,194,0
4130,Male,21,1,11.0,1,< 1 Year,No,24782.0,152.0,212,0
